"Name","Live Bytes","Live Objects"
"java.io.FileDescriptor$1","16 B (0%)","1 (0%)"
"jdk.internal.reflect.GeneratedMethodAccessor57","16 B (0%)","1 (0%)"
"org.hibernate.type.descriptor.sql.BooleanTypeDescriptor","16 B (0%)","1 (0%)"
"javax.management.JMX","16 B (0%)","1 (0%)"
"jdk.internal.reflect.GeneratedMethodAccessor52","16 B (0%)","1 (0%)"
"jdk.internal.reflect.GeneratedMethodAccessor51","16 B (0%)","1 (0%)"
"jdk.internal.reflect.GeneratedMethodAccessor50","16 B (0%)","1 (0%)"
"com.sun.jmx.remote.internal.ServerCommunicatorAdmin$Timeout","16 B (0%)","1 (0%)"
"jdk.internal.reflect.GeneratedMethodAccessor45","16 B (0%)","1 (0%)"
"jdk.internal.reflect.GeneratedMethodAccessor44","16 B (0%)","1 (0%)"
"jdk.internal.reflect.GeneratedMethodAccessor43","16 B (0%)","1 (0%)"
"jdk.internal.reflect.GeneratedMethodAccessor42","16 B (0%)","1 (0%)"
"jdk.internal.reflect.GeneratedMethodAccessor49","16 B (0%)","1 (0%)"
"jdk.internal.reflect.GeneratedMethodAccessor48","16 B (0%)","1 (0%)"
"jdk.internal.reflect.GeneratedMethodAccessor47","16 B (0%)","1 (0%)"
"jdk.internal.reflect.GeneratedMethodAccessor46","16 B (0%)","1 (0%)"
"org.hibernate.persister.internal.StandardPersisterClassResolver","16 B (0%)","1 (0%)"
"org.springframework.aop.TruePointcut","16 B (0%)","1 (0%)"
"jdk.internal.reflect.GeneratedMethodAccessor41","16 B (0%)","1 (0%)"
"jdk.internal.reflect.GeneratedMethodAccessor40","16 B (0%)","1 (0%)"
"org.hibernate.engine.jdbc.cursor.internal.RefCursorSupportInitiator","16 B (0%)","1 (0%)"
"org.springframework.data.jpa.repository.config.JpaRepositoryConfigExtension$$Lambda$358.0x0000000800dd93e8","16 B (0%)","1 (0%)"
"org.springframework.core.annotation.RepeatableContainers$StandardRepeatableContainers$$Lambda$111.0x0000000800bf1448","16 B (0%)","1 (0%)"
"org.springframework.util.ReflectionUtils$$Lambda$108.0x0000000800be4f08","16 B (0%)","1 (0%)"
"org.thymeleaf.cache.StandardParsedTemplateEntryValidator","16 B (0%)","1 (0%)"
"org.springframework.core.annotation.TypeMappedAnnotation$$Lambda$329.0x0000000800d8de30","16 B (0%)","1 (0%)"
"org.springframework.boot.StartupInfoLogger$$Lambda$210.0x0000000800cd3270","16 B (0%)","1 (0%)"
"org.hibernate.validator.internal.util.privilegedactions.GetClassLoader","16 B (0%)","1 (0%)"
"org.apache.logging.log4j.spi.DefaultThreadContextStack","16 B (0%)","1 (0%)"
"java.util.stream.FindOps$FindSink$OfRef$$Lambda$13.0x0000000800b31e40","16 B (0%)","1 (0%)"
"org.springframework.util.comparator.ComparableComparator","16 B (0%)","1 (0%)"
"org.hibernate.validator.HibernateValidator","16 B (0%)","1 (0%)"
"java.lang.reflect.Executable$$Lambda$894.0x00000008011ca300","16 B (0%)","1 (0%)"
"org.hibernate.engine.jdbc.connections.internal.MultiTenantConnectionProviderInitiator","16 B (0%)","1 (0%)"
"java.util.stream.Collectors$$Lambda$235.0x0000000800cf8040","16 B (0%)","1 (0%)"
"javax.management.remote.rmi.RMIServerImpl_Stub","16 B (0%)","1 (0%)"
"org.hibernate.tool.schema.internal.DefaultSchemaFilterProvider","16 B (0%)","1 (0%)"
"org.springframework.core.annotation.MergedAnnotationSelectors$FirstDirectlyDeclared","16 B (0%)","1 (0%)"
"org.springframework.transaction.interceptor.TransactionAttributeSourcePointcut$TransactionAttributeSourceClassFilter","16 B (0%)","1 (0%)"
"org.hibernate.tool.schema.spi.SchemaManagementToolCoordinator$MigrateSettingSelector","16 B (0%)","1 (0%)"
"sun.rmi.server.UnicastRef$$Lambda$69.0x0000000800b97260","16 B (0%)","1 (0%)"
"org.springframework.util.DefaultPropertiesPersister","16 B (0%)","1 (0%)"
"com.sun.naming.internal.VersionHelper$$Lambda$126.0x0000000800bfc298","16 B (0%)","1 (0%)"
"org.springframework.security.web.csrf.CsrfAuthenticationStrategy","16 B (0%)","1 (0%)"
"org.springframework.util.LinkedMultiValueMap$$Lambda$105.0x0000000800be2ef8","16 B (0%)","1 (0%)"
"org.springframework.boot.autoconfigure.web.embedded.TomcatWebServerFactoryCustomizer$$Lambda$519.0x0000000800e68278","16 B (0%)","1 (0%)"
"org.h2.mvstore.type.StringDataType","16 B (0%)","1 (0%)"
"ch.qos.logback.core.LifeCycleManager","16 B (0%)","1 (0%)"
"org.hibernate.tool.schema.internal.StandardForeignKeyExporter","16 B (0%)","1 (0%)"
"java.util.concurrent.ThreadPoolExecutor$CallerRunsPolicy","16 B (0%)","1 (0%)"
"com.mysql.cj.jdbc.AbandonedConnectionCleanupThread","16 B (0%)","1 (0%)"
"org.springframework.security.core.authority.SimpleGrantedAuthority","16 B (0%)","1 (0%)"
"com.sun.jmx.mbeanserver.MBeanInstantiator","16 B (0%)","1 (0%)"
"sun.reflect.generics.tree.LongSignature","16 B (0%)","1 (0%)"
"org.hibernate.validator.internal.engine.valueextraction.FloatArrayValueExtractor","16 B (0%)","1 (0%)"
"sun.net.spi.DefaultProxySelector","16 B (0%)","1 (0%)"
"org.springframework.data.mapping.PreferredConstructor$Parameter$$Lambda$847.0x00000008011a70e8","16 B (0%)","1 (0%)"
"org.hibernate.validator.internal.metadata.provider.AnnotationMetaDataProvider$$Lambda$219.0x0000000800ce1e90","16 B (0%)","1 (0%)"
"org.springframework.boot.autoconfigure.AutoConfigurationImportSelector$$Lambda$312.0x0000000800d65488","16 B (0%)","1 (0%)"
"org.springframework.core.type.AnnotatedTypeMetadata$$Lambda$324.0x0000000800d8d108","16 B (0%)","1 (0%)"
"org.springframework.aop.aspectj.autoproxy.AspectJPrecedenceComparator","16 B (0%)","1 (0%)"
"org.hibernate.property.access.internal.PropertyAccessStrategyFieldImpl","16 B (0%)","1 (0%)"
"org.apache.catalina.core.StandardHost$MemoryLeakTrackingListener","16 B (0%)","1 (0%)"
"java.util.regex.Pattern$LookBehindEndNode","16 B (0%)","1 (0%)"
"org.hibernate.boot.model.process.internal.ScanningCoordinator","16 B (0%)","1 (0%)"
"org.springframework.expression.spel.support.StandardOperatorOverloader","16 B (0%)","1 (0%)"
"org.hibernate.type.descriptor.sql.LongNVarcharTypeDescriptor","16 B (0%)","1 (0%)"
"org.hibernate.type.descriptor.sql.IntegerTypeDescriptor","16 B (0%)","1 (0%)"
"org.thymeleaf.processor.doctype.IDocTypeProcessor[]","16 B (0%)","1 (0%)"
"org.springframework.boot.autoconfigure.security.servlet.SecurityFilterAutoConfiguration$$Lambda$579.0x0000000800ea9e20","16 B (0%)","1 (0%)"
"org.springframework.boot.autoconfigure.web.ErrorProperties$Whitelabel","16 B (0%)","1 (0%)"
"org.springframework.data.jpa.repository.query.QueryParameterSetterFactory$$Lambda$995.0x00000008012caa98","16 B (0%)","1 (0%)"
"org.springframework.boot.convert.InetAddressFormatter","16 B (0%)","1 (0%)"
"org.springframework.data.repository.util.ReactiveWrappers$$Lambda$671.0x0000000801105530","16 B (0%)","1 (0%)"
"org.hibernate.annotations.common.reflection.java.JavaMetadataProvider","16 B (0%)","1 (0%)"
"org.hibernate.event.internal.DefaultUpdateEventListener","16 B (0%)","1 (0%)"
"sun.util.locale.provider.NumberFormatProviderImpl$$Lambda$98.0x0000000800bd2990","16 B (0%)","1 (0%)"
"org.springframework.boot.autoconfigure.web.embedded.TomcatWebServerFactoryCustomizer$$Lambda$545.0x0000000800e6bbc8","16 B (0%)","1 (0%)"
"com.jayway.jsonpath.spi.mapper.JsonSmartMappingProvider$BooleanReader","16 B (0%)","1 (0%)"
"org.springframework.boot.autoconfigure.web.embedded.TomcatWebServerFactoryCustomizer$$Lambda$503.0x0000000800e5e028","16 B (0%)","1 (0%)"
"org.springframework.beans.ExtendedBeanInfoFactory","16 B (0%)","1 (0%)"
"org.springframework.cglib.proxy.FixedValueGenerator","16 B (0%)","1 (0%)"
"javax.management.MBeanServerBuilder","16 B (0%)","1 (0%)"
"org.springframework.boot.autoconfigure.web.servlet.error.ErrorMvcAutoConfiguration$WhitelabelErrorViewConfiguration","16 B (0%)","1 (0%)"
"org.hibernate.type.descriptor.java.SerializableTypeDescriptor$SerializableMutabilityPlan","16 B (0%)","1 (0%)"
"org.springframework.orm.jpa.ExtendedEntityManagerCreator$$Lambda$676.0x000000080111b648","16 B (0%)","1 (0%)"
"org.springframework.boot.autoconfigure.thymeleaf.ThymeleafTemplateAvailabilityProvider","16 B (0%)","1 (0%)"
"org.springframework.boot.logging.LoggingSystem$$Lambda$120.0x0000000800c00b60","16 B (0%)","1 (0%)"
"sun.nio.fs.NativeBuffers$1","16 B (0%)","1 (0%)"
"java.util.stream.FindOps$FindSink$OfInt$$Lambda$103.0x0000000800bd34b8","16 B (0%)","1 (0%)"
"org.hibernate.boot.internal.DefaultCustomEntityDirtinessStrategy","16 B (0%)","1 (0%)"
"org.springframework.boot.orm.jpa.hibernate.SpringImplicitNamingStrategy","16 B (0%)","1 (0%)"
"org.thymeleaf.util.ProcessorComparators$PostProcessorPrecedenceComparator","16 B (0%)","1 (0%)"
"org.hibernate.boot.model.naming.ImplicitNamingStrategyJpaCompliantImpl","16 B (0%)","1 (0%)"
"com.sun.naming.internal.VersionHelper$$Lambda$125.0x0000000800bfc078","16 B (0%)","1 (0%)"
"java.lang.management.ManagementFactory$PlatformMBeanFinder$$Lambda$21.0x0000000800b56db0","16 B (0%)","1 (0%)"
"org.springframework.web.method.HandlerTypePredicate$Builder$$Lambda$910.0x0000000801209578","16 B (0%)","1 (0%)"
"com.fasterxml.jackson.databind.ser.impl.UnknownSerializer","16 B (0%)","1 (0%)"
"org.springframework.boot.context.properties.source.SpringConfigurationPropertySource$$Lambda$145.0x0000000800c44088","16 B (0%)","1 (0%)"
"org.springframework.boot.logging.logback.LogbackLoggingSystem","16 B (0%)","1 (0%)"
"org.springframework.boot.autoconfigure.transaction.TransactionAutoConfiguration$EnableTransactionManagementConfiguration$CglibAutoProxyConfiguration","16 B (0%)","1 (0%)"
"org.springframework.data.jpa.repository.support.JpaRepositoryFactoryBean$$Lambda$660.0x00000008010fa0b8","16 B (0%)","1 (0%)"
"java.nio.file.attribute.FileAttribute[]","16 B (0%)","1 (0%)"
"org.springframework.boot.autoconfigure.web.embedded.TomcatWebServerFactoryCustomizer$$Lambda$528.0x0000000800e69648","16 B (0%)","1 (0%)"
"org.thymeleaf.spring5.expression.Mvc$Spring41MvcUriComponentsBuilderDelegate","16 B (0%)","1 (0%)"
"com.fasterxml.jackson.datatype.jsr310.deser.key.YearKeyDeserializer","16 B (0%)","1 (0%)"
"sun.nio.ch.DefaultSelectorProvider$$Lambda$960.0x00000008011cc0f0","16 B (0%)","1 (0%)"
"antlr.Token","16 B (0%)","1 (0%)"
"org.hibernate.query.criteria.internal.CriteriaBuilderImpl","16 B (0%)","1 (0%)"
"org.springframework.boot.web.embedded.tomcat.TomcatEmbeddedContext$$Lambda$964.0x0000000801233738","16 B (0%)","1 (0%)"
"java.net.InetAddress$PlatformNameService","16 B (0%)","1 (0%)"
"org.springframework.security.web.FilterInvocation$$Lambda$973.0x0000000801265248","16 B (0%)","1 (0%)"
"org.thymeleaf.EngineConfiguration$LinkBuilderComparator","16 B (0%)","1 (0%)"
"ch.qos.logback.core.spi.AppenderAttachableImpl","16 B (0%)","1 (0%)"
"java.net.URI$1","16 B (0%)","1 (0%)"
"sun.util.calendar.Gregorian","16 B (0%)","1 (0%)"
"org.hibernate.type.descriptor.java.BlobTypeDescriptor$BlobMutabilityPlan","16 B (0%)","1 (0%)"
"org.springframework.boot.autoconfigure.websocket.servlet.WebSocketServletAutoConfiguration","16 B (0%)","1 (0%)"
"org.hibernate.type.descriptor.sql.BigIntTypeDescriptor","16 B (0%)","1 (0%)"
"org.springframework.data.jpa.repository.config.JpaMetamodelMappingContextFactoryBean$$Lambda$663.0x00000008010fd010","16 B (0%)","1 (0%)"
"java.util.stream.Collectors$$Lambda$40.0x0000000800b72a38","16 B (0%)","1 (0%)"
"java.util.regex.CharPredicates$$Lambda$122.0x0000000800bf9890","16 B (0%)","1 (0%)"
"org.hibernate.loader.entity.plan.LegacyBatchingEntityLoaderBuilder","16 B (0%)","1 (0%)"
"org.springframework.validation.beanvalidation.LocaleContextMessageInterpolator","16 B (0%)","1 (0%)"
"org.springframework.boot.autoconfigure.jdbc.DataSourceTransactionManagerAutoConfiguration","16 B (0%)","1 (0%)"
"org.springframework.web.context.support.WebApplicationContextUtils$SessionObjectFactory","16 B (0%)","1 (0%)"
"org.apache.tomcat.websocket.server.WsContextListener","16 B (0%)","1 (0%)"
"org.springframework.boot.autoconfigure.data.web.SpringDataWebAutoConfiguration$$Lambda$656.0x00000008010eef50","16 B (0%)","1 (0%)"
"org.springframework.data.util.Lazy$$Lambda$366.0x0000000800ddc0f8","16 B (0%)","1 (0%)"
"org.apache.catalina.session.StandardSessionFacade","16 B (0%)","1 (0%)"
"org.hibernate.validator.internal.metadata.aggregated.GroupConversionHelper","16 B (0%)","1 (0%)"
"java.lang.ref.Reference$1","16 B (0%)","1 (0%)"
"org.thymeleaf.processor.templateboundaries.ITemplateBoundariesProcessor[]","16 B (0%)","1 (0%)"
"java.util.stream.Collectors$$Lambda$6.0x0000000800b30e78","16 B (0%)","1 (0%)"
"org.springframework.boot.logging.LoggerConfigurationComparator","16 B (0%)","1 (0%)"
"com.mysql.cj.jdbc.Driver","16 B (0%)","1 (0%)"
"org.springframework.data.util.Optionals$$Lambda$731.0x00000008011284b8","16 B (0%)","1 (0%)"
"org.hibernate.jpa.HibernatePersistenceProvider$1","16 B (0%)","1 (0%)"
"org.springframework.boot.autoconfigure.data.web.SpringDataWebProperties$Sort","16 B (0%)","1 (0%)"
"org.springframework.expression.spel.support.ReflectiveMethodResolver$$Lambda$824.0x0000000801180288","16 B (0%)","1 (0%)"
"org.springframework.boot.context.FileEncodingApplicationListener","16 B (0%)","1 (0%)"
"org.hibernate.internal.SessionImpl$$Lambda$1010.0x00000008012e58a8","16 B (0%)","1 (0%)"
"org.springframework.security.authentication.dao.AbstractUserDetailsAuthenticationProvider$DefaultPreAuthenticationChecks","16 B (0%)","1 (0%)"
"org.springframework.boot.autoconfigure.web.embedded.TomcatWebServerFactoryCustomizer$$Lambda$523.0x0000000800e68b38","16 B (0%)","1 (0%)"
"org.springframework.boot.autoconfigure.AutoConfigurationImportSelector$AutoConfigurationGroup$$Lambda$317.0x0000000800d896e8","16 B (0%)","1 (0%)"
"org.springframework.security.web.util.matcher.AnyRequestMatcher","16 B (0%)","1 (0%)"
"org.springframework.data.repository.config.RepositoryBeanDefinitionBuilder$$Lambda$420.0x0000000800dee5c8","16 B (0%)","1 (0%)"
"org.springframework.core.annotation.MergedAnnotationSelectors$Nearest","16 B (0%)","1 (0%)"
"java.util.Locale$Builder","16 B (0%)","1 (0%)"
"org.hibernate.engine.jndi.internal.JndiServiceImpl","16 B (0%)","1 (0%)"
"org.apache.logging.slf4j.SLF4JLoggerContextFactory","16 B (0%)","1 (0%)"
"org.hibernate.exception.internal.StandardSQLExceptionConverter","16 B (0%)","1 (0%)"
"org.hibernate.bytecode.internal.bytebuddy.ByteBuddyState$ProxyDefinitionHelpers$$Lambda$602.0x0000000800f1c840","16 B (0%)","1 (0%)"
"sun.util.locale.provider.NumberFormatProviderImpl$$Lambda$97.0x0000000800bd2750","16 B (0%)","1 (0%)"
"org.attoparser.HtmlElement","16 B (0%)","1 (0%)"
"java.io.FilePermission$1","16 B (0%)","1 (0%)"
"com.example.demo.validator.UserValidator","16 B (0%)","1 (0%)"
"org.hibernate.tool.schema.extract.internal.SequenceInformationExtractorLegacyImpl","16 B (0%)","1 (0%)"
"org.springframework.boot.autoconfigure.data.jpa.JpaRepositoriesAutoConfiguration","16 B (0%)","1 (0%)"
"org.hibernate.engine.jdbc.batch.internal.BatchBuilderInitiator","16 B (0%)","1 (0%)"
"org.thymeleaf.spring5.expression.SpringStandardConversionService","16 B (0%)","1 (0%)"
"org.hibernate.persister.internal.PersisterClassResolverInitiator","16 B (0%)","1 (0%)"
"org.springframework.web.context.request.async.TimeoutCallableProcessingInterceptor","16 B (0%)","1 (0%)"
"com.sun.jmx.remote.security.SubjectDelegator","16 B (0%)","1 (0%)"
"jdk.internal.module.DefaultRoots$$Lambda$9.0x0000000800b31530","16 B (0%)","1 (0%)"
"org.springframework.context.expression.StandardBeanExpressionResolver$1","16 B (0%)","1 (0%)"
"org.springframework.data.mapping.model.Property$$Lambda$711.0x0000000801124520","16 B (0%)","1 (0%)"
"org.springframework.core.log.CompositeLog$$Lambda$246.0x0000000800cf4850","16 B (0%)","1 (0%)"
"javax.validation.Validation$GetValidationProviderListAction","16 B (0%)","1 (0%)"
"org.hibernate.type.descriptor.sql.BlobTypeDescriptor$5","16 B (0%)","1 (0%)"
"org.hibernate.type.descriptor.sql.BlobTypeDescriptor$3","16 B (0%)","1 (0%)"
"org.hibernate.type.descriptor.sql.BlobTypeDescriptor$4","16 B (0%)","1 (0%)"
"org.hibernate.type.descriptor.sql.BlobTypeDescriptor$2","16 B (0%)","1 (0%)"
"com.fasterxml.jackson.databind.introspect.NopAnnotationIntrospector$1","16 B (0%)","1 (0%)"
"org.springframework.core.annotation.AbstractMergedAnnotation$$Lambda$238.0x0000000800cf08d8","16 B (0%)","1 (0%)"
"org.springframework.web.servlet.theme.FixedThemeResolver","16 B (0%)","1 (0%)"
"org.springframework.boot.web.servlet.server.SessionStoreDirectory","16 B (0%)","1 (0%)"
"org.hibernate.tuple.entity.EntityMetamodel$NoInDatabaseValueGenerationStrategy","16 B (0%)","1 (0%)"
"org.hibernate.engine.jdbc.env.internal.LobCreatorBuilderImpl","16 B (0%)","1 (0%)"
"org.springframework.core.annotation.RepeatableContainers$NoRepeatableContainers","16 B (0%)","1 (0%)"
"java.time.format.DateTimeFormatter$$Lambda$133.0x0000000800c13120","16 B (0%)","1 (0%)"
"com.sun.jmx.mbeanserver.MXBeanIntrospector","16 B (0%)","1 (0%)"
"net.bytebuddy.matcher.DeclaringTypeMatcher","16 B (0%)","1 (0%)"
"org.apache.commons.logging.impl.NoOpLog","16 B (0%)","1 (0%)"
"org.springframework.boot.context.config.ConfigFileApplicationListener$Loader$$Lambda$170.0x0000000800c641b8","16 B (0%)","1 (0%)"
"java.util.stream.FindOps$FindSink$OfRef$$Lambda$12.0x0000000800b31bf0","16 B (0%)","1 (0%)"
"com.jayway.jsonpath.spi.mapper.JacksonMappingProvider","16 B (0%)","1 (0%)"
"org.springframework.cglib.proxy.MethodInterceptorGenerator$1","16 B (0%)","1 (0%)"
"org.springframework.security.config.annotation.authentication.configuration.AuthenticationConfiguration$EnableGlobalAuthenticationAutowiredConfigurer","16 B (0%)","1 (0%)"
"java.util.jar.JavaUtilJarAccessImpl","16 B (0%)","1 (0%)"
"com.jayway.jsonpath.spi.mapper.JsonSmartMappingProvider$BigIntegerReader","16 B (0%)","1 (0%)"
"java.lang.ClassValue$Identity","16 B (0%)","1 (0%)"
"org.springframework.boot.context.config.AnsiOutputApplicationListener$$Lambda$183.0x0000000800c73360","16 B (0%)","1 (0%)"
"org.h2.value.VersionedValue","16 B (0%)","1 (0%)"
"org.springframework.boot.autoconfigure.web.embedded.TomcatWebServerFactoryCustomizer$$Lambda$513.0x0000000800e5f430","16 B (0%)","1 (0%)"
"org.springframework.data.repository.util.QueryExecutionConverters$$Lambda$794.0x0000000801143310","16 B (0%)","1 (0%)"
"java.util.stream.FindOps$FindSink$OfInt$$Lambda$104.0x0000000800bd3708","16 B (0%)","1 (0%)"
"org.hibernate.type.descriptor.sql.SqlTypeDescriptorRegistry","16 B (0%)","1 (0%)"
"org.springframework.core.type.AnnotationMetadata$$Lambda$234.0x0000000800cf0040","16 B (0%)","1 (0%)"
"org.springframework.aop.aspectj.annotation.AbstractAspectJAdvisorFactory$AspectJAnnotationParameterNameDiscoverer","16 B (0%)","1 (0%)"
"org.hibernate.event.internal.DefaultResolveNaturalIdEventListener","16 B (0%)","1 (0%)"
"org.h2.result.RowFactory$DefaultRowFactory","16 B (0%)","1 (0%)"
"jdk.internal.misc.TerminatingThreadLocal$1","16 B (0%)","1 (0%)"
"org.springframework.boot.liquibase.LiquibaseServiceLocatorApplicationListener","16 B (0%)","1 (0%)"
"java.beans.Introspector$1","16 B (0%)","1 (0%)"
"org.springframework.data.jpa.repository.query.QueryParameterSetterFactory$BasicQueryParameterSetterFactory","16 B (0%)","1 (0%)"
"org.hibernate.tuple.entity.EntityTuplizerFactory","16 B (0%)","1 (0%)"
"org.springframework.data.repository.util.ReactiveWrappers$$Lambda$390.0x0000000800de8248","16 B (0%)","1 (0%)"
"org.apache.logging.slf4j.MDCContextMap","16 B (0%)","1 (0%)"
"java.util.regex.Pattern$$Lambda$815.0x00000008010f4118","16 B (0%)","1 (0%)"
"org.springframework.data.mapping.PreferredConstructor$Parameter$$Lambda$848.0x00000008011a7338","16 B (0%)","1 (0%)"
"org.springframework.core.annotation.AnnotationTypeMappings$$Lambda$115.0x0000000800bf34d0","16 B (0%)","1 (0%)"
"org.thymeleaf.standard.serializer.StandardJavaScriptSerializer","16 B (0%)","1 (0%)"
"java.util.regex.Pattern$$Lambda$274.0x0000000800d17618","16 B (0%)","1 (0%)"
"org.springframework.data.web.config.SpringDataWebConfiguration$$Lambda$895.0x00000008011f4da0","16 B (0%)","1 (0%)"
"org.springframework.web.context.request.async.CallableProcessingInterceptor[]","16 B (0%)","1 (0%)"
"org.springframework.data.repository.query.parser.AbstractQueryCreator$$Lambda$879.0x00000008011db8c8","16 B (0%)","1 (0%)"
"org.hibernate.engine.jdbc.env.internal.QualifiedObjectNameFormatterStandardImpl","16 B (0%)","1 (0%)"
"java.lang.reflect.ProxyGenerator$$Lambda$36.0x0000000800b6f9b8","16 B (0%)","1 (0%)"
"org.springframework.boot.autoconfigure.websocket.servlet.WebSocketServletAutoConfiguration$TomcatWebSocketConfiguration","16 B (0%)","1 (0%)"
"com.fasterxml.jackson.databind.ser.std.StringSerializer","16 B (0%)","1 (0%)"
"org.springframework.data.jpa.repository.config.JpaRepositoryConfigExtension$$Lambda$361.0x0000000800dda490","16 B (0%)","1 (0%)"
"org.hibernate.validator.internal.engine.valueextraction.BooleanArrayValueExtractor","16 B (0%)","1 (0%)"
"java.lang.management.ManagementFactory$$Lambda$32.0x0000000800b59460","16 B (0%)","1 (0%)"
"org.hibernate.cfg.beanvalidation.DuplicationStrategyImpl","16 B (0%)","1 (0%)"
"org.hibernate.event.internal.AbstractFlushingEventListener$$Lambda$1011.0x00000008012e6778","16 B (0%)","1 (0%)"
"org.hibernate.bytecode.internal.bytebuddy.ByteBuddyState$StandardClassRewriter","16 B (0%)","1 (0%)"
"jdk.internal.reflect.ReflectionFactory","16 B (0%)","1 (0%)"
"javax.persistence.Index[]","16 B (0%)","1 (0%)"
"javax.management.NotificationBroadcasterSupport$1","16 B (0%)","1 (0%)"
"org.hibernate.event.internal.DefaultAutoFlushEventListener","16 B (0%)","1 (0%)"
"org.springframework.data.jpa.repository.support.CrudMethodMetadataPostProcessor$DefaultCrudMethodMetadata$$Lambda$1002.0x00000008012d89c0","16 B (0%)","1 (0%)"
"org.hibernate.property.access.internal.PropertyAccessStrategyNoopImpl","16 B (0%)","1 (0%)"
"org.thymeleaf.standard.expression.NullTokenExpression","16 B (0%)","1 (0%)"
"org.hibernate.jpa.boot.internal.EntityManagerFactoryBuilderImpl$ServiceRegistryCloser","16 B (0%)","1 (0%)"
"org.springframework.core.annotation.MergedAnnotationCollectors$$Lambda$328.0x0000000800d8dbe8","16 B (0%)","1 (0%)"
"org.thymeleaf.standard.serializer.StandardCSSSerializer","16 B (0%)","1 (0%)"
"com.fasterxml.jackson.datatype.jsr310.deser.key.LocalDateKeyDeserializer","16 B (0%)","1 (0%)"
"org.hibernate.type.descriptor.sql.BinaryTypeDescriptor","16 B (0%)","1 (0%)"
"org.hibernate.validator.internal.engine.valueextraction.OptionalValueExtractor","16 B (0%)","1 (0%)"
"org.springframework.web.context.request.SessionScope","16 B (0%)","1 (0%)"
"org.hibernate.type.descriptor.java.JdbcTimeTypeDescriptor$TimeMutabilityPlan","16 B (0%)","1 (0%)"
"org.springframework.boot.context.properties.source.SpringConfigurationPropertySource$$Lambda$139.0x0000000800c35390","16 B (0%)","1 (0%)"
"sun.nio.ch.Util$1","16 B (0%)","1 (0%)"
"org.hibernate.event.service.internal.EventListenerServiceInitiator","16 B (0%)","1 (0%)"
"org.springframework.boot.autoconfigure.jackson.JacksonAutoConfiguration$JacksonObjectMapperConfiguration","16 B (0%)","1 (0%)"
"java.net.NetworkInterface[]","16 B (0%)","1 (0%)"
"org.springframework.data.repository.support.DomainClassConverter$ToIdConverter","16 B (0%)","1 (0%)"
"sun.reflect.generics.tree.BottomSignature","16 B (0%)","1 (0%)"
"org.springframework.boot.web.servlet.error.DefaultErrorAttributes","16 B (0%)","1 (0%)"
"org.slf4j.impl.StaticMDCBinder","16 B (0%)","1 (0%)"
"org.springframework.core.annotation.AnnotationTypeMapping$$Lambda$215.0x0000000800cdf4f8","16 B (0%)","1 (0%)"
"org.springframework.core.annotation.AnnotationUtils$$Lambda$450.0x0000000800e3e760","16 B (0%)","1 (0%)"
"org.springframework.boot.context.properties.bind.PlaceholdersResolver$$Lambda$588.0x0000000800eb6d78","16 B (0%)","1 (0%)"
"java.rmi.server.ObjID$$Lambda$78.0x0000000800ba6350","16 B (0%)","1 (0%)"
"org.springframework.boot.context.properties.PropertyMapper$Source$$Lambda$551.0x0000000800e6c8d8","16 B (0%)","1 (0%)"
"com.zaxxer.hikari.pool.PoolBase$NopMetricsTrackerDelegate","16 B (0%)","1 (0%)"
"org.h2.command.Parser$1","16 B (0%)","1 (0%)"
"org.hibernate.validator.internal.metadata.aggregated.BeanMetaDataImpl$$Lambda$642.0x000000080102d070","16 B (0%)","1 (0%)"
"java.math.BigDecimal$1","16 B (0%)","1 (0%)"
"jdk.internal.reflect.GeneratedMethodAccessor100","16 B (0%)","1 (0%)"
"java.util.stream.Collectors$$Lambda$51.0x0000000800b7f900","16 B (0%)","1 (0%)"
"jdk.internal.jimage.ImageReaderFactory$1","16 B (0%)","1 (0%)"
"java.lang.ProcessEnvironment$StringKeySet","16 B (0%)","1 (0%)"
"java.util.Hashtable$KeySet","16 B (0%)","1 (0%)"
"org.hibernate.validator.internal.engine.valueextraction.OptionalIntValueExtractor","16 B (0%)","1 (0%)"
"jdk.internal.reflect.GeneratedMethodAccessor102","16 B (0%)","1 (0%)"
"jdk.internal.reflect.GeneratedMethodAccessor101","16 B (0%)","1 (0%)"
"org.apache.coyote.AbstractProtocol$2","16 B (0%)","1 (0%)"
"org.apache.coyote.AbstractProtocol$1","16 B (0%)","1 (0%)"
"org.hibernate.validator.internal.engine.valueextraction.CharArrayValueExtractor","16 B (0%)","1 (0%)"
"org.h2.value.ValueNull","16 B (0%)","1 (0%)"
"org.apache.catalina.connector.CoyoteAdapter","16 B (0%)","1 (0%)"
"sun.rmi.server.LoaderHandler$$Lambda$860.0x00000008011adc70","16 B (0%)","1 (0%)"
"java.time.format.DateTimeTextProvider$1","16 B (0%)","1 (0%)"
"org.springframework.boot.StartupInfoLogger$$Lambda$209.0x0000000800cd2e30","16 B (0%)","1 (0%)"
"org.hibernate.internal.SessionFactoryRegistry$1","16 B (0%)","1 (0%)"
"org.springframework.web.servlet.handler.AbstractHandlerMethodMapping$EmptyHandler","16 B (0%)","1 (0%)"
"org.springframework.security.web.header.writers.CacheControlHeadersWriter","16 B (0%)","1 (0%)"
